ticker,Company Name,Industry,sector,is_fo_stock,fo_category,stage,overall_setup_label,final_combined_score,change_1d_pct,change_1w_pct,change_1m_pct,change_ytd_pct,last_close
GENUSPOWER.NS,Genus Power Infrastructures Limited,Electrical Equipment & Parts,Industrials,False,Cash,Stage 2,watchlist,50.17,2.52,-1.45,6.36,12.67,336.15
INOXGREEN.NS,Inox Green Energy Services Limited,Utilities - Renewable,Utilities,False,Cash,Stage 4,watchlist,0.0,2.47,-5.86,-7.87,-21.02,164.25
AUTOAXLES.NS,Automotive Axles Limited,Auto Parts,Consumer Cyclical,False,Cash,Stage 1,watchlist,22.25,2.46,-0.74,-5.76,-6.32,1732.5
ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Utilities,True,F&O,Stage 3,watchlist,14.47,2.45,-0.55,-6.36,26.33,1296.0
TORNTPOWER.NS,Torrent Power Limited,Utilities,Utilities,False,Cash,Stage 4,watchlist,0.0,2.43,-0.75,-6.87,-4.58,1248.9
GODREJAGRO.NS,Godrej Agrovet Limited,Packaged Foods,Consumer Defensive,False,Cash,Stage 2,watchlist,40.53,2.42,7.11,19.0,20.24,670.25
PARAS.NS,Paras Defence and Space Technologies Limited,Aerospace & Defense,Industrials,False,Cash,Stage 2,watchlist,34.57,2.39,-5.27,8.75,106.75,1413.1
MAHSEAMLES.NS,Maharashtra Seamless Limited,Steel,Basic Materials,False,Cash,Stage 2,watchlist,41.78,2.38,6.08,16.6,21.71,665.05
RBLBANK.NS,RBL Bank Limited,Banks - Regional,Financial Services,True,F&O,Stage 2,watchlist,46.82,2.34,1.8,2.59,23.82,389.4
STAR.NS,Strides Pharma Science Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,Not Sure,watchlist,37.67,2.3,6.6,5.35,15.51,1047.8
CGCL.NS,Capri Global Capital Limited,Credit Services,Financial Services,False,Cash,Stage 2,watchlist,38.9,2.27,0.1,12.21,38.4,256.6
SUNFLAG.NS,Sunflag Iron And Steel Company Limited,Steel,Basic Materials,False,Cash,Failed Stage 2,watchlist,26.31,2.25,-0.9,-5.69,27.64,347.3
VBL.NS,Varun Beverages Limited,Consumer Defensive,Consumer Defensive,True,F&O,Stage 4,watchlist,0.0,2.25,-1.48,-5.47,-15.33,415.0
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,Oil & Gas Refining & Marketing,Energy,False,Cash,Stage 2,watchlist,50.85,2.22,0.93,3.29,16.57,175.22
FDC.NS,FDC Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,Stage 4,watchlist,10.0,2.1,-1.92,-15.41,-17.65,340.6
NPST.NS,Network People Services Technologies Limited,Software - Application,Technology,False,Cash,Stage 1,watchlist,16.09,2.08,1.79,11.1,23.69,1690.0
RAYMONDLSL.NS,Raymond Lifestyle Limited,Apparel Manufacturing,Consumer Cyclical,False,Cash,Stage 4,watchlist,0.0,2.06,-8.38,-12.57,-36.13,650.3
CUPID.NS,Cupid Limited,Household & Personal Products,Consumer Defensive,False,Cash,Stage 2,watchlist,29.79,2.05,-1.16,17.95,167.38,280.7
VSSL.NS,Vardhman Special Steels Limited,Steel,Basic Materials,False,Cash,Stage 2,watchlist,59.14,2.04,-0.56,19.97,28.06,362.1
JUNIPER.NS,Juniper Hotels Limited,Lodging,Consumer Cyclical,False,Cash,Not Sure,watchlist,23.3,2.04,3.05,11.5,-12.77,218.5
JSLL.NS,Jeena Sikho Lifecare Limited,Medical Care Facilities,Healthcare,False,Cash,Stage 4,watchlist,0.0,2.03,-0.12,-10.55,-24.71,513.65
UPL.NS,UPL Limited,Agricultural Inputs,Basic Materials,True,F&O,Stage 4,watchlist,2.15,2.0,-1.84,-0.59,-27.48,578.45
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,Oil & Gas Refining & Marketing,Energy,False,Cash,Stage 2,watchlist,32.71,1.95,2.84,11.31,75.7,1414.0
CARYSIL.NS,CARYSIL LIMITED,"Furnishings, Fixtures & Appliances",Consumer Cyclical,False,Cash,Stage 2,watchlist,24.82,1.9,-0.04,-3.31,25.46,1139.2
VMM.NS,Vishal Mega Mart Limited,Consumer Cyclical,Consumer Cyclical,True,F&O,Stage 4,watchlist,16.94,1.9,-0.96,-2.45,-20.06,108.57
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,Lodging,Consumer Cyclical,False,Cash,Stage 4,watchlist,6.32,1.9,0.36,-7.8,-14.0,114.05
INGERRAND.NS,Ingersoll Rand (India) Limited,Specialty Industrial Machinery,Industrials,False,Cash,Stage 2,watchlist,67.36,1.87,6.7,10.95,40.74,4883.5
AEGISLOG.NS,Aegis Logistics Limited,Oil & Gas Refining & Marketing,Energy,False,Cash,Stage 2,watchlist,35.71,1.85,-6.75,-8.55,75.02,1241.8
NTPC.NS,NTPC Limited,Utilities,Utilities,True,F&O,Not Sure,watchlist,5.64,1.85,-0.31,-2.93,-0.06,330.0
SAIL.NS,Steel Authority of India Limited,Steel,Basic Materials,True,F&O,Stage 2,watchlist,35.83,1.81,0.82,13.22,32.37,196.5
ELECTCAST.NS,Electrosteel Castings Limited,Building Products & Equipment,Industrials,False,Cash,Stage 1,watchlist,25.55,1.73,9.83,20.65,12.18,85.28
PITTIENG.NS,Pitti Engineering Limited,Metal Fabrication,Industrials,False,Cash,Stage 2,watchlist,51.74,1.7,-2.71,16.31,32.57,1093.0
TRIVENI.NS,Triveni Engineering & Industries Limited,Consumer Defensive,Consumer Defensive,False,Cash,Stage 4,watchlist,0.0,1.67,-0.67,16.37,-25.37,282.6
OIL.NS,Oil India Limited,Energy,Energy,True,F&O,Stage 2,watchlist,34.16,1.66,6.18,10.7,18.29,498.15
FSL.NS,Firstsource Solutions Limited,Information Technology Services,Technology,False,Cash,Not Sure,watchlist,22.53,1.65,0.13,-18.23,-17.27,270.4
NUVOCO.NS,Nuvoco Vistas Corporation Limited,Building Materials,Basic Materials,False,Cash,Stage 1,watchlist,17.44,1.64,1.08,-5.87,-6.3,328.15
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities,True,F&O,Stage 3,watchlist,6.68,1.63,0.24,-1.07,39.62,207.7
FINPIPE.NS,Finolex Industries Limited,Building Products & Equipment,Industrials,False,Cash,Stage 4,watchlist,8.77,1.61,-2.2,-4.59,-10.2,157.84
INOXWIND.NS,Inox Wind Limited,Specialty Industrial Machinery,Industrials,True,F&O,Stage 4,watchlist,13.79,1.57,-3.57,-10.88,-42.54,70.59
POLYMED.NS,Poly Medicure Limited,Healthcare,Healthcare,False,Cash,Stage 2,watchlist,56.32,1.56,4.46,3.65,2.58,1783.8
ECLERX.NS,eClerx Services Limited,Information Technology Services,Technology,False,Cash,Not Sure,watchlist,12.14,1.56,3.11,4.5,-16.81,2004.5
BELRISE.NS,Belrise Industries Limited,Auto Parts,Consumer Cyclical,False,Cash,Stage 2,watchlist,17.88,1.55,2.02,-2.51,27.29,234.31
PNB.NS,Punjab National Bank,Banks - Regional,Financial Services,True,F&O,Stage 1,watchlist,43.25,1.54,0.26,2.64,-2.85,117.0
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Marine Shipping,Industrials,True,F&O,Stage 3,watchlist,5.0,1.53,-1.11,-1.99,13.41,1672.7
KIRIINDUS.NS,Kiri Industries Limited,Specialty Chemicals,Basic Materials,False,Cash,Not Sure,watchlist,18.06,1.49,1.44,25.05,-23.26,523.65
MANKIND.NS,Mankind Pharma Limited,Drug Manufacturers - Specialty & Generic,Healthcare,True,F&O,Failed Stage 2,watchlist,14.79,1.49,-0.09,-1.91,10.48,2391.5
PAGEIND.NS,Page Industries Limited,Apparel Manufacturing,Consumer Cyclical,True,F&O,Failed Stage 2,watchlist,11.64,1.47,2.97,-8.43,2.89,36200.0
BANKBARODA.NS,Bank of Baroda,Banks - Regional,Financial Services,True,F&O,Stage 4,watchlist,3.28,1.47,-0.54,-1.55,-17.21,241.2
PHOENIXLTD.NS,The Phoenix Mills Limited,Real Estate,Real Estate,True,F&O,Stage 2,watchlist,36.0,1.45,-0.21,-0.63,2.53,1920.1
GMRP&UI.NS,GMR Power and Urban Infra Limited,Energy,Energy,False,Cash,Stage 4,watchlist,2.0,1.37,-4.12,-6.24,-18.1,91.14
MAHLOG.NS,Mahindra Logistics Limited,Industrials,Industrials,False,Cash,Stage 2,watchlist,30.11,1.36,-1.74,-6.78,23.61,392.45
360ONE.NS,360 ONE WAM LIMITED,Asset Management,Financial Services,True,F&O,Stage 2,watchlist,48.75,1.35,-1.33,2.28,0.72,1181.3
JAYNECOIND.NS,Jayaswal Neco Industries Limited,Steel,Basic Materials,False,Cash,Stage 2,watchlist,37.63,1.35,-3.95,11.76,12.95,98.19
INDHOTEL.NS,The Indian Hotels Company Limited,Lodging,Consumer Cyclical,True,F&O,Stage 2,watchlist,27.4,1.35,0.93,-2.97,-1.04,727.7
BASF.NS,BASF India Limited,Specialty Chemicals,Basic Materials,False,Cash,Stage 1,watchlist,38.7,1.33,-2.63,-3.45,-2.01,3811.0
SPARC.NS,Sun Pharma Advanced Research Company Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,Stage 3,watchlist,25.01,1.32,2.69,-3.71,47.8,199.58
SMSPHARMA.NS,SMS Pharmaceuticals Limited,Drug Manufacturers - General,Healthcare,False,Cash,Stage 3,watchlist,14.81,1.3,4.29,2.63,19.01,373.05
TEJASNET.NS,Tejas Networks Limited,Communication Equipment,Technology,False,Cash,Stage 2,watchlist,48.56,1.28,8.67,2.79,21.4,548.85
LLOYDSME.NS,Lloyds Metals And Energy Limited,Steel,Basic Materials,False,Cash,Stage 2,watchlist,39.51,1.28,-1.77,-11.69,34.14,1813.0
HATSUN.NS,Hatsun Agro Product Limited,Packaged Foods,Consumer Defensive,False,Cash,Stage 2,watchlist,38.6,1.28,9.85,33.9,23.89,1193.6
ASHIANA.NS,Ashiana Housing Limited,Real Estate,Real Estate,False,Cash,Stage 2,watchlist,20.96,1.28,-0.11,-5.03,30.51,368.3
BHARTIHEXA.NS,Bharti Hexacom Limited,Telecom Services,Communication Services,False,Cash,Stage 4,watchlist,16.48,1.28,-3.08,-5.3,-14.5,1531.1
LTFOODS.NS,LT Foods Limited,Packaged Foods,Consumer Defensive,False,Cash,Stage 2,watchlist,51.83,1.25,-1.96,6.26,15.18,442.45
POLICYBZR.NS,PB Fintech Limited,Financial Services,Financial Services,True,F&O,Stage 1,watchlist,41.02,1.24,0.65,15.96,2.55,1851.9
TI.NS,Tilaknagar Industries Limited,Consumer Defensive,Consumer Defensive,False,Cash,Stage 2,watchlist,53.23,1.22,-1.52,12.46,21.45,552.35
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Credit Services,Financial Services,False,Cash,Stage 2,watchlist,44.59,1.22,-4.28,-7.46,-6.68,368.85
LTF.NS,L&T Finance Limited,Credit Services,Financial Services,True,F&O,Stage 2,watchlist,47.92,1.21,-2.92,-1.6,-0.39,312.8
LODHA.NS,Lodha Developers Limited,Real Estate,Real Estate,True,F&O,Stage 2,watchlist,38.23,1.21,-4.48,-1.4,13.03,1208.3
LICHSGFIN.NS,LIC Housing Finance Limited,Mortgage Finance,Financial Services,True,F&O,Not Sure,watchlist,14.23,1.19,3.21,7.84,3.04,541.25
HOMEFIRST.NS,Home First Finance Company India Limited,Mortgage Finance,Financial Services,False,Cash,Stage 2,building_setup,57.05,1.18,1.1,2.31,9.22,1196.7
FEDERALBNK.NS,The Federal Bank  Limited,Banks - Regional,Financial Services,True,F&O,Stage 2,watchlist,62.57,1.17,2.33,-2.18,33.17,353.35
MANAPPURAM.NS,Manappuram Finance Limited,Credit Services,Financial Services,True,F&O,Stage 2,watchlist,42.35,1.16,-6.7,-4.13,9.2,340.9
MUTHOOTFIN.NS,Muthoot Finance Limited,Credit Services,Financial Services,True,F&O,Stage 4,watchlist,16.4,1.13,-8.39,2.36,-22.83,2937.7
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Steel,Basic Materials,False,Cash,Stage 2,watchlist,25.9,1.12,-0.28,11.44,10.74,2634.3
TTKPRESTIG.NS,TTK Prestige Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,False,Cash,Failed Stage 2,watchlist,0.91,1.12,-3.92,-7.06,-3.66,586.25
RALLIS.NS,Rallis India Limited,Agricultural Inputs,Basic Materials,False,Cash,Stage 4,watchlist,0.0,1.12,-2.07,-3.72,-23.43,209.5
ZYDUSWELL.NS,Zydus Wellness Limited,Packaged Foods,Consumer Defensive,False,Cash,Stage 2,watchlist,32.74,1.1,1.02,-2.84,15.38,534.6
AGARWALEYE.NS,Dr. Agarwal's Health Care Limited,Healthcare,Healthcare,False,Cash,Stage 2,watchlist,45.46,1.09,3.15,4.2,2.8,514.25
SANOFICONR.NS,Sanofi Consumer Healthcare India Limited,Drug Manufacturers - General,Healthcare,False,Cash,Stage 3,watchlist,21.57,1.08,0.57,-7.66,-6.9,4182.4
ONESOURCE.NS,Onesource Specialty Pharma Limited,Biotechnology,Healthcare,False,Cash,Stage 3,watchlist,2.2,1.08,4.1,0.9,-13.61,1544.4
INDUSTOWER.NS,Indus Towers Limited,Telecom Services,Communication Services,True,F&O,Stage 4,watchlist,15.05,1.07,0.34,0.84,-9.76,379.0
UNIONBANK.NS,Union Bank of India,Banks - Regional,Financial Services,True,F&O,Stage 2,watchlist,66.31,1.06,-0.35,7.39,25.26,186.86
KIRLOSENG.NS,Kirloskar Oil Engines Limited,Specialty Industrial Machinery,Industrials,False,Cash,Stage 2,watchlist,37.8,1.06,6.1,-4.97,76.29,2160.9
ELECON.NS,Elecon Engineering Company Limited,Specialty Industrial Machinery,Industrials,False,Cash,Stage 4,watchlist,10.0,1.06,-2.05,-3.01,-13.09,416.6
ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,Utilities,True,F&O,Failed Stage 2,watchlist,0.0,1.06,-11.07,-15.15,33.47,1396.6
KOLTEPATIL.NS,Kolte - Patil Developers Limited,Real Estate,Real Estate,False,Cash,Stage 2,watchlist,39.58,1.05,-3.48,10.75,12.69,440.8
HIKAL.NS,Hikal Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,Failed Stage 2,watchlist,18.22,1.04,-3.39,-12.23,-11.51,200.6
ADANIENT.NS,Adani Enterprises Limited,Energy,Energy,True,F&O,Failed Stage 2,watchlist,5.56,0.97,-7.08,-5.19,28.01,2891.8
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,Auto Parts,Consumer Cyclical,False,Cash,Failed Stage 2,watchlist,15.05,0.96,-0.63,0.65,4.96,2572.2
ADFFOODS.NS,ADF Foods Limited,Packaged Foods,Consumer Defensive,False,Cash,Failed Stage 2,watchlist,3.99,0.96,-4.63,-1.82,31.42,267.7
ORIENTELEC.NS,Orient Electric Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,False,Cash,Stage 1,watchlist,29.75,0.95,-3.53,1.48,3.74,179.35
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,Credit Services,Financial Services,False,Cash,Stage 4,watchlist,9.81,0.95,-4.51,-3.6,-20.68,1489.0
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Healthcare,True,F&O,Stage 2,watchlist,54.62,0.94,2.49,-0.36,31.39,5012.0
NITCO.NS,Nitco Limited,Building Products & Equipment,Industrials,False,Cash,Failed Stage 2,watchlist,18.94,0.93,-2.45,-11.92,-6.78,94.3
PNGJL.NS,P N Gadgil Jewellers Limited,Luxury Goods,Consumer Cyclical,False,Cash,Stage 1,watchlist,13.03,0.93,-0.6,-9.49,-2.09,592.1
BAJAJFINSV.NS,Bajaj Finserv Limited,Financial Services,Financial Services,True,F&O,Stage 1,watchlist,38.44,0.91,-1.0,-5.46,-2.22,1990.0
DIXON.NS,Dixon Technologies (India) Limited,Technology,Technology,True,F&O,Stage 2,watchlist,52.96,0.89,-0.98,4.3,20.67,14590.0
JMFINANCIL.NS,JM Financial Limited,Capital Markets,Financial Services,False,Cash,Stage 1,watchlist,28.42,0.89,-2.6,4.7,-10.97,129.39
TMPV.NS,Tata Motors Passenger Vehicles Limited,Auto Manufacturers,Consumer Cyclical,True,F&O,Stage 4,watchlist,5.0,0.89,-0.11,-10.27,-14.2,312.75
CESC.NS,CESC Limited,Utilities,Utilities,False,Cash,Stage 4,watchlist,0.0,0.89,-4.49,-7.83,-9.12,146.44
FEDFINA.NS,Fedbank Financial Services Limited,Credit Services,Financial Services,False,Cash,Stage 2,watchlist,46.42,0.87,-1.61,5.55,1.99,157.57
GRMOVER.NS,GRM Overseas Limited,Packaged Foods,Consumer Defensive,False,Cash,Stage 4,watchlist,4.78,0.87,-3.16,-6.26,-46.72,86.03
POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,Utilities,True,F&O,Not Sure,watchlist,0.0,0.85,0.6,-5.86,1.12,266.8
APOLLO.NS,Apollo Micro Systems Limited,Aerospace & Defense,Industrials,False,Cash,Failed Stage 2,watchlist,17.52,0.83,-1.38,-3.91,38.64,382.65
AAVAS.NS,Aavas Financiers Limited,Mortgage Finance,Financial Services,False,Cash,Stage 4,watchlist,0.0,0.83,-2.11,-9.62,-13.74,1258.7
RUSTOMJEE.NS,Keystone Realtors Limited,Real Estate,Real Estate,False,Cash,Stage 4,watchlist,7.01,0.82,0.01,-7.93,-29.45,379.15
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,Insurance - Life,Financial Services,True,F&O,Stage 4,watchlist,4.15,0.82,-3.02,-2.74,-25.67,499.5
WELSPUNLIV.NS,Welspun Living Limited,Textile Manufacturing,Consumer Cyclical,False,Cash,Stage 2,watchlist,32.59,0.81,4.92,24.44,51.56,200.01
EIEL.NS,Enviro Infra Engineers Limited,Engineering & Construction,Industrials,False,Cash,Not Sure,watchlist,8.13,0.81,-4.15,-14.31,-5.46,192.36
SHREECEM.NS,SHREE CEMENT LIMITED,Building Materials,Basic Materials,True,F&O,Stage 1,watchlist,7.42,0.81,-4.77,-11.97,-11.53,23680.0
KPRMILL.NS,K.P.R. Mill Limited,Textile Manufacturing,Consumer Cyclical,False,Cash,Stage 2,watchlist,49.68,0.77,2.76,10.41,28.59,1167.4
PRESTIGE.NS,Prestige Estates Projects Limited,Real Estate,Real Estate,True,F&O,Stage 2,watchlist,34.22,0.76,-2.05,-0.69,-1.25,1582.0
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,Agricultural Inputs,Basic Materials,False,Cash,Stage 3,watchlist,18.02,0.76,-0.07,-0.45,-12.11,159.95
RECLTD.NS,REC Limited,Credit Services,Financial Services,True,F&O,Stage 1,watchlist,12.72,0.76,-1.78,-13.62,-10.64,316.45
TATVA.NS,Tatva Chintan Pharma Chem Limited,Specialty Chemicals,Basic Materials,False,Cash,Stage 2,watchlist,42.67,0.74,0.65,-8.46,22.06,1616.9
PREMEXPLN.NS,Premier Explosives Limited,Specialty Chemicals,Basic Materials,False,Cash,Failed Stage 2,watchlist,10.08,0.73,-0.36,1.16,29.31,668.8
BBOX.NS,Black Box Limited,Software - Application,Technology,False,Cash,Stage 3,watchlist,5.0,0.73,-3.79,-3.18,32.75,725.2
CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,Credit Services,Financial Services,False,Cash,Failed Stage 2,watchlist,20.17,0.72,-2.56,-9.9,11.46,1403.4
ABB.NS,ABB India Limited,Specialty Industrial Machinery,Industrials,True,F&O,Stage 2,watchlist,45.78,0.7,-2.12,-2.14,46.16,7447.5
EMCURE.NS,Emcure Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,Stage 2,watchlist,36.04,0.68,-0.21,-6.05,32.57,1858.4
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,Specialty Industrial Machinery,Industrials,False,Cash,Stage 3,watchlist,10.0,0.68,2.31,2.88,44.57,745.45
ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,Financial Services,True,F&O,Stage 2,watchlist,43.94,0.66,-3.16,-5.46,9.7,397.05
CMSINFO.NS,CMS Info Systems Limited,Industrials,Industrials,False,Cash,Stage 4,watchlist,0.0,0.66,1.28,-10.77,-28.6,249.3
JSWDULUX.NS,JSW Dulux Limited,Specialty Chemicals,Basic Materials,False,Cash,Stage 1,watchlist,28.88,0.63,1.84,5.7,0.84,3163.3
EIDPARRY.NS,EID Parry India Limited,Agricultural Inputs,Basic Materials,False,Cash,Not Sure,watchlist,6.17,0.63,0.54,-0.31,-21.35,800.65
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,Credit Services,Financial Services,True,F&O,Stage 2,watchlist,59.86,0.62,-2.26,-2.62,6.03,1825.9
RHIM.NS,RHI MAGNESITA INDIA LIMITED,Metal Fabrication,Industrials,False,Cash,Stage 4,watchlist,20.04,0.62,-0.03,-9.27,-18.49,370.5
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,Diagnostics & Research,Healthcare,False,Cash,Stage 2,watchlist,55.74,0.61,-1.09,1.41,27.87,1916.1
BPCL.NS,Bharat Petroleum Corporation Limited,Oil & Gas Refining & Marketing,Energy,True,F&O,Not Sure,watchlist,32.47,0.61,0.5,-1.36,-13.86,319.6
JISLJALEQS.NS,Jain Irrigation Systems Limited,Conglomerates,Industrials,False,Cash,Stage 4,watchlist,5.89,0.61,-6.09,-8.67,-32.62,28.24
DIVISLAB.NS,Divi's Laboratories Limited,Drug Manufacturers - Specialty & Generic,Healthcare,True,F&O,Stage 2,watchlist,64.59,0.6,2.16,10.05,45.93,9220.0
UNICHEMLAB.NS,Unichem Laboratories Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,Stage 2,watchlist,36.88,0.59,5.53,11.86,27.22,559.65
PGIL.NS,Pearl Global Industries Limited,Apparel Manufacturing,Consumer Cyclical,False,Cash,Stage 2,watchlist,33.05,0.58,3.14,11.27,48.28,2361.6
SIS.NS,SIS LIMITED,Industrials,Industrials,False,Cash,Stage 2,watchlist,38.0,0.57,2.11,-0.01,32.38,430.0
MAHLIFE.NS,Mahindra Lifespace Developers Limited,Real Estate,Real Estate,False,Cash,Failed Stage 2,watchlist,8.77,0.57,-3.3,-9.7,-7.98,359.0
CANBK.NS,Canara Bank,Banks - Regional,Financial Services,True,F&O,Stage 4,watchlist,18.26,0.56,-2.43,-1.33,-15.41,126.3
SAGILITY.NS,SAGILITY LIMITED,Healthcare,Healthcare,False,Cash,Not Sure,watchlist,37.49,0.54,6.14,6.16,-10.02,46.7
DHANUKA.NS,Dhanuka Agritech Limited,Agricultural Inputs,Basic Materials,False,Cash,Stage 4,watchlist,3.88,0.54,1.07,-1.23,-15.27,995.7
KMEW.NS,Knowledge Marine & Engineering Works Limited,Marine Shipping,Industrials,False,Cash,Stage 2,watchlist,39.99,0.53,6.26,16.56,53.18,2951.6
BANKINDIA.NS,Bank of India,Banks - Regional,Financial Services,True,F&O,Failed Stage 2,watchlist,30.19,0.53,-1.95,1.89,0.53,143.1
ATUL.NS,Atul Limited,Specialty Chemicals,Basic Materials,False,Cash,Stage 1,watchlist,21.34,0.52,-0.62,-4.53,5.65,6485.5
TEXRAIL.NS,Texmaco Rail & Engineering Limited,Industrials,Industrials,False,Cash,Not Sure,watchlist,24.61,0.51,4.23,4.5,-16.83,113.65
ARVINDFASN.NS,Arvind Fashions Limited,Apparel Manufacturing,Consumer Cyclical,False,Cash,Stage 3,watchlist,10.39,0.51,3.98,3.78,-8.9,461.15
GOLDIAM.NS,Goldiam International Limited,Luxury Goods,Consumer Cyclical,False,Cash,Stage 2,watchlist,41.04,0.5,-3.63,-4.71,27.35,344.1
SKIPPER.NS,Skipper Limited,Engineering & Construction,Industrials,False,Cash,Failed Stage 2,watchlist,7.77,0.49,-1.85,-1.68,24.76,537.15
TITAN.NS,Titan Company Limited,Luxury Goods,Consumer Cyclical,True,F&O,Stage 2,watchlist,54.45,0.48,-0.51,2.82,25.72,5074.0
KRN.NS,KRN Heat Exchanger and Refrigeration Limited,Electronic Components,Technology,False,Cash,Stage 2,watchlist,47.65,0.48,1.51,28.26,106.33,1534.8
KSL.NS,Kalyani Steels Limited,Steel,Basic Materials,False,Cash,Stage 2,watchlist,41.59,0.48,-1.63,3.84,21.42,904.3
SPLPETRO.NS,Supreme Petrochem Limited,Specialty Chemicals,Basic Materials,False,Cash,Stage 2,watchlist,57.01,0.47,1.91,0.7,13.5,721.85
GAIL.NS,GAIL (India) Limited,Utilities,Utilities,True,F&O,Stage 2,watchlist,44.51,0.47,-0.57,-0.86,4.16,173.0
GALLANTT.NS,Gallantt Ispat Limited,Steel,Basic Materials,False,Cash,Stage 4,watchlist,8.44,0.47,-4.82,-11.73,3.08,555.4
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,Insurance - Life,Financial Services,False,Cash,Stage 2,watchlist,24.59,0.46,-3.56,-4.21,21.14,562.95
GATEWAY.NS,Gateway Distriparks Limited,Industrials,Industrials,False,Cash,Stage 1,watchlist,11.89,0.45,-0.62,-9.1,-7.26,53.1
JIOFIN.NS,Jio Financial Services Limited,Asset Management,Financial Services,True,F&O,Stage 4,watchlist,6.48,0.45,-1.7,-10.39,-19.7,236.9
ONGC.NS,Oil & Natural Gas Corporation Limited,Energy,Energy,True,F&O,Stage 4,watchlist,5.28,0.44,2.28,-1.86,2.16,237.5
NLCINDIA.NS,NLC India Limited,Utilities,Utilities,False,Cash,Stage 3,watchlist,0.45,0.44,1.51,-8.38,9.09,275.5
JUBLFOOD.NS,Jubilant Foodworks Limited,Consumer Cyclical,Consumer Cyclical,True,F&O,Not Sure,watchlist,26.31,0.43,-2.6,4.62,-11.8,486.5
SBICARD.NS,SBI Cards and Payment Services Limited,Credit Services,Financial Services,True,F&O,Stage 4,watchlist,16.4,0.43,-3.78,-3.47,-25.84,635.15
EMIL.NS,Electronics Mart India Limited,Consumer Cyclical,Consumer Cyclical,False,Cash,Stage 2,watchlist,31.59,0.42,-4.39,32.49,65.48,176.44
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,Specialty Chemicals,Basic Materials,False,Cash,Stage 2,watchlist,30.18,0.41,0.93,19.5,32.78,1245.8
USHAMART.NS,Usha Martin Limited,Steel,Basic Materials,False,Cash,Stage 2,watchlist,39.31,0.4,1.1,0.35,13.85,501.6
PRSMJOHNSN.NS,Prism Johnson Limited,Building Materials,Basic Materials,False,Cash,Stage 4,watchlist,0.0,0.4,-0.58,2.57,-19.42,111.64
SUNDARMFIN.NS,Sundaram Finance Limited,Credit Services,Financial Services,False,Cash,Stage 4,watchlist,19.65,0.38,0.39,-4.65,-13.65,4557.2
THOMASCOOK.NS,Thomas Cook  (India)  Limited,Consumer Cyclical,Consumer Cyclical,False,Cash,Not Sure,watchlist,19.91,0.36,-3.74,0.57,-28.26,106.09
APTUS.NS,Aptus Value Housing Finance India Limited,Mortgage Finance,Financial Services,False,Cash,Stage 3,watchlist,15.05,0.36,-1.63,-2.43,-9.0,254.28
CAPLIPOINT.NS,Caplin Point Laboratories Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,Stage 2,watchlist,45.15,0.34,8.12,5.78,51.53,2720.5
IOC.NS,Indian Oil Corporation Limited,Oil & Gas Refining & Marketing,Energy,True,F&O,Stage 4,watchlist,15.21,0.34,-1.78,-2.39,-15.62,137.0
SFL.NS,Sheela Foam Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,False,Cash,Failed Stage 2,watchlist,14.21,0.33,-0.19,-15.78,9.77,646.85
BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited,Textile Manufacturing,Consumer Cyclical,False,Cash,Stage 4,watchlist,10.0,0.33,2.37,-6.64,-13.62,113.86
