index_symbol,last_close,ma20,ma50,ma200,slope20_pct,slope50_pct,slope200_pct,ret_1m_pct,ret_3m_pct,drawdown_52w_pct,above_20,above_50,above_200,breadth_above_20_pct,breadth_above_50_pct,breadth_above_200_pct,breadth_stage2_pct,trend_score,breadth_score,regime_label
^NSEI,24231.85,24346.31,24160.22,24701.57,0.000634,0.000707,-0.00019,1.52,2.16,-7.96,False,True,False,48.75,53.01,62.04,42.08,-4.0,6.5,risk_off
