snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,public_stage_label,structure_score,relative_strength_label,volume_pattern_label,volume_pattern_display,nifty_3m_outperformance_pct,nifty_3m_outperformance_label,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-08-05,SBIN.NS,State Bank of India,Banks - Regional,Failed Stage 2,Stage 2,Failed Stage 2,0.7,Failed Stage 2 cooling period is still active; waiting for a fresh base or confirmed reclaim.,Failed Stage 2 hold period active.,,2026-08-03,,28,181.154,near_pivot,weekly_near_pivot,high_conviction_near_pivot,68.27,Failed Stage 2,66.27,Neutral,Volume Drying Up,Volume Drying Up (0.78x vs 10W Avg),9.09,Outperformed Nifty by 9.09% in 3 Months,9.09,3.29,0.77,0.85,0.78,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity | Failed Stage 2 hold period active."
2026-08-05,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Medical Care Facilities,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,4,171.628,near_pivot,weekly_breakout,watchlist,75.64,Stage 2 - Advancing,70.64,Strong,Volume Drying Up,Volume Drying Up (0.78x vs 10W Avg),8.82,Outperformed Nifty by 8.82% in 3 Months,8.82,28.61,0.64,1.08,0.78,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-05,MINDACORP.NS,Minda Corporation Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,3,135.916,watchlist,weekly_breakout,watchlist,75.83,Stage 2 - Advancing,70.83,Very Strong,Volume Drying Up,Volume Drying Up (0.68x vs 10W Avg),33.29,Outperformed Nifty by 33.29% in 3 Months,33.29,31.15,0.58,0.76,0.68,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-08-05,SUPRAJIT.NS,Suprajit Engineering Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,12,132.738,watchlist,weekly_breakout,watchlist,71.19,Stage 2 - Advancing,66.19,Very Strong,Volume Drying Up,Volume Drying Up (0.65x vs 10W Avg),16.26,Outperformed Nifty by 16.26% in 3 Months,16.26,21.29,0.7,1.42,0.65,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-08-05,IPCALAB.NS,IPCA Laboratories Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,24,129.364,watchlist,weekly_breakout,watchlist,69.32,Stage 2 - Advancing,59.32,Very Strong,Volume Drying Up,Volume Drying Up (0.78x vs 10W Avg),12.46,Outperformed Nifty by 12.46% in 3 Months,12.46,25.72,0.69,1.14,0.78,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wide Risk;Low Liquidity"
2026-08-05,FEDERALBNK.NS,The Federal Bank  Limited,Banks - Regional,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,25,129.094,watchlist,weekly_breakout,watchlist,69.22,Stage 2 - Advancing,67.22,Very Strong,Volume Drying Up,Volume Drying Up (0.44x vs 10W Avg),18.69,Outperformed Nifty by 18.69% in 3 Months,18.69,27.6,0.42,0.68,0.44,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-05,ASTERDM.NS,Aster DM Healthcare Limited,Medical Care Facilities,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,1,120.8,watchlist,weekly_breakout,watchlist,77.75,Stage 2 - Advancing,72.75,Very Strong,Volume Expanding,Volume Normal (1.22x vs 10W Avg),12.6,Outperformed Nifty by 12.6% in 3 Months,12.6,59.27,0.99,2.33,1.22,False,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Low Liquidity"
2026-08-05,DIVISLAB.NS,Divi's Laboratories Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-04,,2,120.326,watchlist,weekly_breakout,watchlist,76.63,Stage 2 - Extended,66.63,Very Strong,Volume Expanding,Volume Expanding (2.21x vs 10W Avg),24.22,Outperformed Nifty by 24.22% in 3 Months,24.22,38.4,1.62,0.61,2.21,False,False,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Extended;Low Liquidity"
2026-08-05,HAPPYFORGE.NS,Happy Forgings Limited,Metal Fabrication,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-04,,6,118.908,watchlist,weekly_breakout,watchlist,74.54,Stage 2 - Extended,64.54,Very Strong,Volume Expanding,Volume Expanding (1.66x vs 10W Avg),24.96,Outperformed Nifty by 24.96% in 3 Months,24.96,62.82,1.05,5.01,1.66,False,False,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Loose Structure;Extended;Low Liquidity"
2026-08-05,NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Cyclical,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,7,118.506,watchlist,weekly_breakout,watchlist,73.78,Stage 2 - Advancing,71.78,Very Strong,Volume Expanding,Volume Expanding (1.55x vs 10W Avg),21.7,Outperformed Nifty by 21.7% in 3 Months,21.7,39.4,1.0,4.95,1.55,False,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Low Liquidity"
2026-08-05,NEULANDLAB.NS,Neuland Laboratories Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,16,118.504,watchlist,weekly_near_pivot,watchlist,70.02,Stage 2 - Advancing,60.02,Very Strong,Volume Drying Up,Volume Normal (1.22x vs 10W Avg),11.95,Outperformed Nifty by 11.95% in 3 Months,11.95,52.28,0.81,1.35,1.22,True,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Wide Weekly Base;Wider Risk;Low Liquidity"
2026-08-05,RKFORGE.NS,Ramkrishna Forgings Limited,Metal Fabrication,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-04,,8,118.238,watchlist,weekly_breakout,watchlist,73.69,Stage 2 - Extended,63.69,Very Strong,Volume Expanding,Volume Expanding (1.93x vs 10W Avg),12.39,Outperformed Nifty by 12.39% in 3 Months,12.39,28.9,2.51,0.95,1.93,False,False,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Extended;Low Liquidity"
2026-08-05,NETWEB.NS,Netweb Technologies India Limited,Technology,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,18,117.962,watchlist,weekly_near_pivot,watchlist,69.81,Stage 2 - Advancing,59.81,Very Strong,Volume Drying Up,Volume Normal (1.26x vs 10W Avg),12.71,Outperformed Nifty by 12.71% in 3 Months,12.71,54.6,0.84,1.68,1.26,True,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Loose Structure;Wide Risk;Low Liquidity"
2026-08-05,EICHERMOT.NS,Eicher Motors Limited,Auto Manufacturers,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,9,117.92,watchlist,weekly_breakout,watchlist,73.35,Stage 2 - Advancing,63.35,Very Strong,Volume Normal,Volume Normal (1.39x vs 10W Avg),10.82,Outperformed Nifty by 10.82% in 3 Months,10.82,13.64,1.05,0.61,1.39,False,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Low Liquidity"
2026-08-05,SMLMAH.NS,SML Mahindra Limited,Auto Manufacturers,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-04,,11,117.05,watchlist,weekly_breakout,watchlist,71.5,Stage 2 - Extended,61.5,Very Strong,Volume Expanding,Volume Expanding (5.99x vs 10W Avg),56.92,Outperformed Nifty by 56.92% in 3 Months,56.92,58.55,3.16,2.59,5.99,False,False,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Wide Base;Loose Structure;Extended;Wider Risk;Low Liquidity"
2026-08-05,MANAPPURAM.NS,Manappuram Finance Limited,Credit Services,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,14,116.054,watchlist,weekly_breakout,watchlist,70.27,Stage 2 - Advancing,65.27,Very Strong,Volume Expanding,Volume Expanding (3.09x vs 10W Avg),14.02,Outperformed Nifty by 14.02% in 3 Months,14.02,28.0,1.76,2.46,3.09,False,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-08-05,SUNDRMFAST.NS,Sundram Fasteners Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,15,115.782,watchlist,weekly_breakout,watchlist,70.16,Stage 2 - Advancing,65.16,Very Strong,Volume Expanding,Volume Expanding (1.55x vs 10W Avg),20.66,Outperformed Nifty by 20.66% in 3 Months,20.66,8.44,1.76,4.07,1.55,False,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Low Liquidity"
2026-08-05,FIEMIND.NS,Fiem Industries Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,17,115.24,watchlist,weekly_breakout,watchlist,69.95,Stage 2 - Advancing,64.95,Very Strong,Volume Expanding,Volume Expanding (2.45x vs 10W Avg),10.87,Outperformed Nifty by 10.87% in 3 Months,10.87,18.39,1.48,10.24,2.45,False,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-08-05,CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,Credit Services,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-04,,22,113.918,watchlist,weekly_breakout,watchlist,69.59,Stage 2 - Advancing,64.59,Very Strong,Volume Normal,Volume Normal (1.04x vs 10W Avg),14.55,Outperformed Nifty by 14.55% in 3 Months,14.55,10.95,1.19,0.51,1.04,False,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-08-05,ASKAUTOLTD.NS,ASK Automotive Limited,Auto Parts,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-04,,27,112.546,watchlist,weekly_breakout,watchlist,68.98,Stage 2 - Extended,63.98,Very Strong,Volume Expanding,Volume Expanding (19.75x vs 10W Avg),39.05,Outperformed Nifty by 39.05% in 3 Months,39.05,40.39,3.75,58.99,19.75,False,False,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Loose Structure;Extended;Low Liquidity"
