snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,public_stage_label,structure_score,relative_strength_label,volume_pattern_label,volume_pattern_display,nifty_3m_outperformance_pct,nifty_3m_outperformance_label,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-09-08,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Medical Care Facilities,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-07,,6,222.892,near_pivot,weekly_near_pivot,high_conviction_near_pivot,64.46,Stage 2 - Advancing,64.46,Very Strong,Volume Drying Up,Volume Drying Up (0.72x vs 10W Avg),2.13,Outperformed Nifty by 2.13% in 3 Months,2.13,16.72,0.79,0.93,0.72,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-08,LTFOODS.NS,LT Foods Limited,Packaged Foods,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-07,,20,140.678,forming_vcp,weekly_near_pivot,building_setup,60.89,Stage 2 - Advancing,58.89,Very Strong,Volume Drying Up,Volume Drying Up (0.48x vs 10W Avg),17.76,Outperformed Nifty by 17.76% in 3 Months,17.76,22.56,0.46,0.57,0.48,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wide Risk;Low Liquidity"
2026-09-08,PRICOLLTD.NS,Pricol Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-07,,24,139.478,forming_vcp,weekly_near_pivot,building_setup,59.89,Stage 2 - Advancing,54.89,Very Strong,Volume Drying Up,Volume Drying Up (0.52x vs 10W Avg),35.76,Outperformed Nifty by 35.76% in 3 Months,35.76,38.53,0.6,0.46,0.52,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Wider Risk;Low Liquidity"
2026-09-08,SUNDRMFAST.NS,Sundram Fasteners Limited,Auto Parts,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-09-07,,9,131.796,watchlist,weekly_breakout,watchlist,62.73,Stage 2 - Extended,57.73,Very Strong,Volume Drying Up,Volume Drying Up (0.65x vs 10W Avg),48.1,Outperformed Nifty by 48.1% in 3 Months,48.1,52.82,0.73,1.46,0.65,True,True,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Extended;Low Liquidity"
2026-09-08,RKFORGE.NS,Ramkrishna Forgings Limited,Metal Fabrication,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-07,,11,131.246,watchlist,weekly_breakout,watchlist,62.48,Stage 2 - Advancing,52.48,Very Strong,Volume Drying Up,Volume Drying Up (0.42x vs 10W Avg),16.38,Outperformed Nifty by 16.38% in 3 Months,16.38,29.92,0.52,0.4,0.42,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Wider Risk;Low Liquidity"
2026-09-08,VOLTAMP.NS,Voltamp Transformers Limited,Electrical Equipment & Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-07,,19,128.944,watchlist,weekly_breakout,watchlist,60.97,Stage 2 - Advancing,50.97,Very Strong,Volume Drying Up,Volume Drying Up (0.70x vs 10W Avg),18.49,Outperformed Nifty by 18.49% in 3 Months,18.49,35.32,0.74,0.43,0.7,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wide Base;Wide Risk;Low Liquidity"
2026-09-08,VSSL.NS,Vardhman Special Steels Limited,Steel,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-07,,21,128.342,watchlist,weekly_breakout,watchlist,60.46,Stage 2 - Advancing,55.46,Very Strong,Volume Drying Up,Volume Drying Up (0.55x vs 10W Avg),32.35,Outperformed Nifty by 32.35% in 3 Months,32.35,53.2,0.61,0.34,0.55,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Wider Risk;Low Liquidity"
2026-09-08,NEULANDLAB.NS,Neuland Laboratories Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-09-07,,27,126.674,watchlist,weekly_breakout,watchlist,59.62,Stage 2 - Extended,49.62,Very Strong,Volume Drying Up,Volume Drying Up (0.61x vs 10W Avg),39.59,Outperformed Nifty by 39.59% in 3 Months,39.59,94.17,0.6,0.94,0.61,True,True,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wide Weekly Base;Loose Structure;Extended;Low Liquidity"
2026-09-08,AUROPHARMA.NS,Aurobindo Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-07,,1,126.484,watchlist,weekly_breakout,watchlist,71.17,Stage 2 - Advancing,61.17,Very Strong,Volume Drying Up,Volume Drying Up (0.75x vs 10W Avg),13.52,Outperformed Nifty by 13.52% in 3 Months,13.52,34.92,0.9,1.1,0.75,False,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-08,GUFICBIO.NS,Gufic Biosciences Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-07,,14,124.47,watchlist,weekly_near_pivot,watchlist,62.35,Stage 2 - Advancing,52.35,Very Strong,Volume Drying Up,Volume Drying Up (0.71x vs 10W Avg),22.65,Outperformed Nifty by 22.65% in 3 Months,22.65,55.38,0.49,0.55,0.71,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
