snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,public_stage_label,structure_score,relative_strength_label,volume_pattern_label,volume_pattern_display,nifty_3m_outperformance_pct,nifty_3m_outperformance_label,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-08-18,GLENMARK.NS,Glenmark Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-17,,4,139.738,forming_vcp,weekly_near_pivot,building_setup,66.19,Stage 2 - Advancing,56.19,Strong,Volume Drying Up,Volume Drying Up (0.81x vs 10W Avg),-0.24,Underperformed Nifty by 0.24% in 3 Months,-0.24,19.99,0.77,0.73,0.81,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wide Risk;Low Liquidity"
2026-08-18,INDIANB.NS,Indian Bank,Banks - Regional,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-17,,22,134.286,forming_vcp,weekly_near_pivot,building_setup,61.43,Stage 2 - Advancing,59.43,Strong,Volume Drying Up,Volume Drying Up (0.40x vs 10W Avg),6.85,Outperformed Nifty by 6.85% in 3 Months,6.85,7.46,0.66,0.18,0.4,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-18,EICHERMOT.NS,Eicher Motors Limited,Auto Manufacturers,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-17,,9,128.122,forming_vcp,weekly_breakout,watchlist,64.36,Stage 2 - Advancing,59.36,Very Strong,Volume Drying Up,Volume Drying Up (0.51x vs 10W Avg),13.78,Outperformed Nifty by 13.78% in 3 Months,13.78,7.77,0.62,0.49,0.51,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-18,FEDERALBNK.NS,The Federal Bank  Limited,Banks - Regional,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-17,,5,127.468,watchlist,weekly_near_pivot,watchlist,66.09,Stage 2 - Advancing,64.09,Very Strong,Volume Drying Up,Volume Drying Up (0.43x vs 10W Avg),22.73,Outperformed Nifty by 22.73% in 3 Months,22.73,31.23,0.55,0.46,0.43,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-18,NAZARA.NS,Nazara Technologies Limited,Communication Services,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-17,,13,126.916,forming_vcp,weekly_breakout,watchlist,63.33,Stage 2 - Advancing,58.33,Very Strong,Volume Drying Up,Volume Drying Up (0.41x vs 10W Avg),23.14,Outperformed Nifty by 23.14% in 3 Months,23.14,35.87,0.8,0.44,0.41,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Low Liquidity"
2026-08-18,GABRIEL.NS,Gabriel India Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-17,,14,126.568,forming_vcp,weekly_breakout,watchlist,62.84,Stage 2 - Advancing,57.84,Very Strong,Volume Drying Up,Volume Drying Up (0.30x vs 10W Avg),32.76,Outperformed Nifty by 32.76% in 3 Months,32.76,55.54,0.5,0.33,0.3,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Wide Risk;Low Liquidity"
2026-08-18,KEI.NS,KEI Industries Limited,Electrical Equipment & Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-17,,1,126.368,watchlist,weekly_breakout,watchlist,70.59,Stage 2 - Advancing,60.59,Very Strong,Volume Normal,Volume Normal (0.85x vs 10W Avg),7.79,Outperformed Nifty by 7.79% in 3 Months,7.79,33.69,1.03,0.7,0.85,False,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-08-18,AUROPHARMA.NS,Aurobindo Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-17,,2,125.678,watchlist,weekly_breakout,watchlist,68.39,Stage 2 - Advancing,58.39,Very Strong,Volume Drying Up,Volume Drying Up (0.74x vs 10W Avg),6.47,Outperformed Nifty by 6.47% in 3 Months,6.47,49.0,0.89,0.6,0.74,False,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-18,TVSMOTOR.NS,TVS Motor Company Limited,Auto Manufacturers,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-17,,17,123.756,watchlist,weekly_near_pivot,watchlist,62.53,Stage 2 - Advancing,57.53,Very Strong,Volume Drying Up,Volume Drying Up (0.50x vs 10W Avg),25.21,Outperformed Nifty by 25.21% in 3 Months,25.21,19.68,0.67,0.36,0.5,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Wider Risk;Low Liquidity"
2026-08-18,ALIVUS.NS,Alivus Life Sciences Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-17,,8,123.516,watchlist,weekly_breakout,watchlist,65.08,Stage 2 - Extended,55.08,Very Strong,Volume Drying Up,Volume Drying Up (0.78x vs 10W Avg),32.35,Outperformed Nifty by 32.35% in 3 Months,32.35,61.75,1.06,0.92,0.78,False,True,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Extended;Wide Risk;Low Liquidity"
