snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,public_stage_label,structure_score,relative_strength_label,volume_pattern_label,volume_pattern_display,nifty_3m_outperformance_pct,nifty_3m_outperformance_label,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-08-12,FEDERALBNK.NS,The Federal Bank  Limited,Banks - Regional,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-11,,5,134.224,watchlist,weekly_breakout,watchlist,69.87,Stage 2 - Advancing,64.87,Very Strong,Volume Drying Up,Volume Drying Up (0.52x vs 10W Avg),22.52,Outperformed Nifty by 22.52% in 3 Months,22.52,27.74,0.62,0.52,0.52,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-12,EICHERMOT.NS,Eicher Motors Limited,Auto Manufacturers,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-11,,3,126.056,watchlist,weekly_breakout,watchlist,71.53,Stage 2 - Advancing,61.53,Very Strong,Volume Drying Up,Volume Drying Up (0.67x vs 10W Avg),14.5,Outperformed Nifty by 14.5% in 3 Months,14.5,9.56,1.05,0.56,0.67,False,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-12,INDIANB.NS,Indian Bank,Banks - Regional,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-11,,11,122.556,forming_vcp,weekly_breakout,watchlist,69.03,Stage 2 - Advancing,64.03,Strong,Volume Drying Up,Volume Normal (0.89x vs 10W Avg),9.95,Outperformed Nifty by 9.95% in 3 Months,9.95,6.99,0.68,0.73,0.89,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-12,KARURVYSYA.NS,Karur Vysya Bank Limited,Banks - Regional,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-11,,12,122.258,forming_vcp,weekly_breakout,watchlist,68.79,Stage 2 - Advancing,63.79,Strong,Volume Drying Up,Volume Drying Up (0.30x vs 10W Avg),13.78,Outperformed Nifty by 13.78% in 3 Months,13.78,11.93,0.4,0.31,0.3,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-12,IPCALAB.NS,IPCA Laboratories Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-11,,27,121.816,watchlist,weekly_breakout,watchlist,65.33,Stage 2 - Advancing,55.33,Strong,Volume Drying Up,Volume Drying Up (0.71x vs 10W Avg),4.53,Outperformed Nifty by 4.53% in 3 Months,4.53,28.63,0.77,0.63,0.71,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wide Risk;Low Liquidity"
2026-08-12,AUROPHARMA.NS,Aurobindo Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-11,,1,119.632,watchlist,weekly_breakout,watchlist,71.91,Stage 2 - Advancing,61.91,Very Strong,Volume Normal,Volume Normal (0.92x vs 10W Avg),7.95,Outperformed Nifty by 7.95% in 3 Months,7.95,50.28,0.99,0.81,0.92,False,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Low Liquidity"
2026-08-12,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Specialty Chemicals,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-11,,2,119.326,watchlist,weekly_breakout,watchlist,71.63,Stage 2 - Advancing,66.63,Very Strong,Volume Expanding,Volume Expanding (1.89x vs 10W Avg),20.43,Outperformed Nifty by 20.43% in 3 Months,20.43,35.69,1.14,5.89,1.89,False,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Loose Structure;Low Liquidity"
2026-08-12,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-11,,7,118.682,watchlist,weekly_breakout,watchlist,69.66,Stage 2 - Advancing,59.66,Strong,Volume Drying Up,Volume Drying Up (0.84x vs 10W Avg),-0.88,Underperformed Nifty by 0.88% in 3 Months,-0.88,18.8,1.1,0.65,0.84,False,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-08-12,RKFORGE.NS,Ramkrishna Forgings Limited,Metal Fabrication,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-11,,4,118.644,watchlist,weekly_breakout,watchlist,70.72,Stage 2 - Extended,60.72,Very Strong,Volume Normal,Volume Normal (1.35x vs 10W Avg),28.45,Outperformed Nifty by 28.45% in 3 Months,28.45,34.22,1.4,0.44,1.35,False,False,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Loose Structure;Extended;Low Liquidity"
2026-08-12,ALIVUS.NS,Alivus Life Sciences Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-11,,6,117.962,watchlist,weekly_breakout,watchlist,69.81,Stage 2 - Extended,59.81,Very Strong,Volume Normal,Volume Normal (1.37x vs 10W Avg),27.14,Outperformed Nifty by 27.14% in 3 Months,27.14,47.89,2.03,0.49,1.37,False,False,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, weekly_strong, flags=Loose Structure;Extended;Low Liquidity"
