snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,public_stage_label,structure_score,relative_strength_label,volume_pattern_label,volume_pattern_display,nifty_3m_outperformance_pct,nifty_3m_outperformance_label,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-09-01,INDIANB.NS,Indian Bank,Banks - Regional,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-31,,16,214.012,near_pivot,weekly_near_pivot,high_conviction_near_pivot,62.56,Stage 2 - Advancing,60.56,Strong,Volume Drying Up,Volume Drying Up (0.45x vs 10W Avg),4.17,Outperformed Nifty by 4.17% in 3 Months,4.17,1.5,0.38,1.24,0.45,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-01,UNOMINDA.NS,UNO Minda Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,Stage 2 confirmed with 3 raw confirmation runs.,,2026-08-31,,21,202.608,near_pivot,weekly_near_pivot,high_conviction_near_pivot,61.79,Stage 2 - Advancing,56.79,Very Strong,Volume Expanding,Volume Normal (1.03x vs 10W Avg),14.14,Outperformed Nifty by 14.14% in 3 Months,14.14,19.1,0.88,1.85,1.03,False,False,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, flags=Low Liquidity"
2026-09-01,APLLTD.NS,Alembic Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-31,,1,170.098,near_pivot,weekly_breakout,watchlist,69.24,Stage 2 - Advancing,59.24,Very Strong,Volume Drying Up,Volume Normal (1.09x vs 10W Avg),13.2,Outperformed Nifty by 13.2% in 3 Months,13.2,28.24,0.75,1.07,1.09,True,False,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-01,EICHERMOT.NS,Eicher Motors Limited,Auto Manufacturers,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-31,,12,167.294,near_pivot,weekly_breakout,watchlist,63.97,Stage 2 - Advancing,58.97,Strong,Volume Drying Up,Volume Normal (0.88x vs 10W Avg),11.13,Outperformed Nifty by 11.13% in 3 Months,11.13,11.2,0.68,1.68,0.88,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-01,PRICOLLTD.NS,Pricol Limited,Auto Parts,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-31,,20,140.88,forming_vcp,weekly_near_pivot,building_setup,61.9,Stage 2 - Extended,56.9,Very Strong,Volume Drying Up,Volume Drying Up (0.67x vs 10W Avg),39.2,Outperformed Nifty by 39.2% in 3 Months,39.2,46.74,0.59,0.47,0.67,True,True,"Stage 2, Extended, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Extended;Wider Risk;Low Liquidity"
2026-09-01,RKFORGE.NS,Ramkrishna Forgings Limited,Metal Fabrication,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-31,,5,133.65,watchlist,weekly_breakout,watchlist,67.0,Stage 2 - Extended,57.0,Very Strong,Volume Drying Up,Volume Drying Up (0.66x vs 10W Avg),33.1,Outperformed Nifty by 33.1% in 3 Months,33.1,43.96,0.54,0.66,0.66,True,True,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Extended;Low Liquidity"
2026-09-01,KAJARIACER.NS,Kajaria Ceramics Limited,Building Products & Equipment,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-31,,26,133.092,forming_vcp,weekly_near_pivot,building_setup,60.46,Stage 2 - Advancing,60.46,Strong,Volume Drying Up,Volume Drying Up (0.76x vs 10W Avg),10.62,Outperformed Nifty by 10.62% in 3 Months,10.62,36.64,0.55,0.64,0.76,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-01,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Specialty Chemicals,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-31,,11,131.66,watchlist,weekly_breakout,watchlist,64.55,Stage 2 - Advancing,59.55,Very Strong,Volume Drying Up,Volume Drying Up (0.59x vs 10W Avg),30.43,Outperformed Nifty by 30.43% in 3 Months,30.43,47.57,0.66,0.39,0.59,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-09-01,AARTIPHARM.NS,Aarti Pharmalabs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-08-31,,22,128.322,watchlist,weekly_breakout,watchlist,61.61,Stage 2 - Extended,51.61,Very Strong,Volume Drying Up,Volume Drying Up (0.63x vs 10W Avg),34.93,Outperformed Nifty by 34.93% in 3 Months,34.93,33.24,0.67,0.53,0.63,True,True,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Extended;Wide Risk;Low Liquidity"
2026-09-01,VSSL.NS,Vardhman Special Steels Limited,Steel,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-31,,28,126.466,watchlist,weekly_breakout,watchlist,59.83,Stage 2 - Advancing,54.83,Very Strong,Volume Drying Up,Volume Drying Up (0.69x vs 10W Avg),27.32,Outperformed Nifty by 27.32% in 3 Months,27.32,50.04,0.6,0.27,0.69,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Wide Risk;Low Liquidity"
2026-09-01,UNIONBANK.NS,Union Bank of India,Banks - Regional,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-31,,17,123.728,watchlist,weekly_near_pivot,watchlist,62.39,Stage 2 - Advancing,60.39,Very Strong,Volume Drying Up,Volume Drying Up (0.56x vs 10W Avg),11.21,Outperformed Nifty by 11.21% in 3 Months,11.21,5.2,0.56,0.59,0.56,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-01,PRUDENT.NS,Prudent Corporate Advisory Services Limited,Asset Management,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-08-31,,24,120.682,watchlist,weekly_breakout,watchlist,60.91,Stage 2 - Advancing,58.91,Very Strong,Volume Drying Up,Volume Normal (1.26x vs 10W Avg),21.68,Outperformed Nifty by 21.68% in 3 Months,21.68,51.42,0.79,1.88,1.26,True,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Low Liquidity"
