snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,public_stage_label,structure_score,relative_strength_label,volume_pattern_label,volume_pattern_display,nifty_3m_outperformance_pct,nifty_3m_outperformance_label,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-09-25,KAJARIACER.NS,Kajaria Ceramics Limited,Building Products & Equipment,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-24,,2,225.83,near_pivot,weekly_near_pivot,high_conviction_near_pivot,74.15,Stage 2 - Advancing,74.15,Very Strong,Volume Drying Up,Volume Drying Up (0.71x vs 10W Avg),4.18,Outperformed Nifty by 4.18% in 3 Months,4.18,32.06,0.66,1.34,0.71,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-09-25,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Medical Care Facilities,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-24,,13,205.372,near_pivot,weekly_near_pivot,high_conviction_near_pivot,65.61,Stage 2 - Advancing,63.61,Very Strong,Volume Normal,Volume Normal (1.14x vs 10W Avg),6.3,Outperformed Nifty by 6.3% in 3 Months,6.3,20.82,0.89,1.41,1.14,False,False,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, weekly_strong, flags=Low Liquidity"
2026-09-25,NAZARA.NS,Nazara Technologies Limited,Communication Services,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-24,,8,175.036,near_pivot,weekly_breakout,watchlist,67.68,Stage 2 - Advancing,62.68,Very Strong,Volume Drying Up,Volume Drying Up (0.54x vs 10W Avg),27.36,Outperformed Nifty by 27.36% in 3 Months,27.36,57.95,0.57,1.49,0.54,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-09-25,BOSCHLTD.NS,Bosch Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-24,,1,148.942,forming_vcp,weekly_near_pivot,building_setup,78.46,Stage 2 - Advancing,73.46,Very Strong,Volume Drying Up,Volume Drying Up (0.44x vs 10W Avg),24.76,Outperformed Nifty by 24.76% in 3 Months,24.76,63.0,0.58,0.56,0.44,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-09-25,PRICOLLTD.NS,Pricol Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-24,,22,140.192,forming_vcp,weekly_near_pivot,building_setup,60.96,Stage 2 - Advancing,55.96,Very Strong,Volume Drying Up,Volume Drying Up (0.41x vs 10W Avg),26.26,Outperformed Nifty by 26.26% in 3 Months,26.26,40.18,0.43,0.43,0.41,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Wide Risk;Low Liquidity"
2026-09-25,AUROPHARMA.NS,Aurobindo Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-24,,7,138.352,forming_vcp,weekly_near_pivot,building_setup,68.01,Stage 2 - Advancing,58.01,Very Strong,Volume Drying Up,Volume Normal (0.96x vs 10W Avg),13.31,Outperformed Nifty by 13.31% in 3 Months,13.31,26.57,0.8,0.8,0.96,True,False,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-25,APLAPOLLO.NS,APL Apollo Tubes Limited,Steel,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-24,,12,137.724,forming_vcp,weekly_near_pivot,building_setup,66.12,Stage 2 - Advancing,56.12,Strong,Volume Drying Up,Volume Drying Up (0.75x vs 10W Avg),27.58,Outperformed Nifty by 27.58% in 3 Months,27.58,13.91,0.8,0.55,0.75,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-09-25,AARTIDRUGS.NS,Aarti Drugs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-24,,11,137.162,forming_vcp,weekly_near_pivot,building_setup,67.06,Stage 2 - Advancing,57.06,Very Strong,Volume Drying Up,Volume Normal (1.04x vs 10W Avg),16.85,Outperformed Nifty by 16.85% in 3 Months,16.85,22.39,0.83,1.41,1.04,True,False,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-09-25,PITTIENG.NS,Pitti Engineering Limited,Metal Fabrication,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-24,,10,132.454,watchlist,weekly_breakout,watchlist,67.27,Stage 2 - Advancing,57.27,Very Strong,Volume Drying Up,Volume Drying Up (0.62x vs 10W Avg),22.82,Outperformed Nifty by 22.82% in 3 Months,22.82,59.49,0.72,0.45,0.62,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wide Risk"
2026-09-25,VSSL.NS,Vardhman Special Steels Limited,Steel,Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-09-24,,20,128.804,watchlist,weekly_breakout,watchlist,61.52,Stage 2 - Extended,51.52,Very Strong,Volume Drying Up,Volume Drying Up (0.26x vs 10W Avg),55.65,Outperformed Nifty by 55.65% in 3 Months,55.65,98.41,0.45,0.17,0.26,True,True,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Extended;Wide Risk;Low Liquidity"
