snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,public_stage_label,structure_score,relative_strength_label,volume_pattern_label,volume_pattern_display,nifty_3m_outperformance_pct,nifty_3m_outperformance_label,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-07-13,CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,Credit Services,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-07-12,,11,223.194,near_pivot,weekly_near_pivot,high_conviction_near_pivot,72.22,Stage 2 - Advancing,67.22,Very Strong,Volume Drying Up,Volume Drying Up (0.54x vs 10W Avg),23.67,Outperformed Nifty by 23.67% in 3 Months,23.67,24.01,0.64,0.92,0.54,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wide Risk;Low Liquidity"
2026-07-13,PRIVISCL.NS,Privi Speciality Chemicals Limited,Specialty Chemicals,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-07-12,,9,133.868,watchlist,weekly_breakout,watchlist,73.09,Stage 2 - Advancing,68.09,Very Strong,Volume Drying Up,Volume Drying Up (0.56x vs 10W Avg),22.35,Outperformed Nifty by 22.35% in 3 Months,22.35,40.86,0.67,0.52,0.56,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-07-13,GABRIEL.NS,Gabriel India Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-07-12,,10,133.532,watchlist,weekly_breakout,watchlist,72.66,Stage 2 - Advancing,70.66,Very Strong,Volume Drying Up,Volume Drying Up (0.60x vs 10W Avg),26.22,Outperformed Nifty by 26.22% in 3 Months,26.22,37.35,0.66,0.99,0.6,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-07-13,ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-07-12,,1,131.086,watchlist,weekly_near_pivot,watchlist,79.18,Stage 2 - Advancing,74.18,Very Strong,Volume Drying Up,Volume Drying Up (0.61x vs 10W Avg),37.55,Outperformed Nifty by 37.55% in 3 Months,37.55,71.23,0.68,1.0,0.61,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-07-13,PRUDENT.NS,Prudent Corporate Advisory Services Limited,Asset Management,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-07-12,,3,129.936,watchlist,weekly_near_pivot,watchlist,75.93,Stage 2 - Advancing,73.93,Very Strong,Volume Drying Up,Volume Drying Up (0.82x vs 10W Avg),17.68,Outperformed Nifty by 17.68% in 3 Months,17.68,26.34,0.67,1.16,0.82,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-07-13,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Medical Care Facilities,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-07-12,,12,128.94,forming_vcp,weekly_breakout,watchlist,72.2,Stage 2 - Advancing,67.2,Very Strong,Volume Drying Up,Volume Normal (0.87x vs 10W Avg),15.61,Outperformed Nifty by 15.61% in 3 Months,15.61,28.96,0.79,1.21,0.87,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-07-13,IPCALAB.NS,IPCA Laboratories Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-07-12,,2,127.188,watchlist,weekly_breakout,watchlist,75.94,Stage 2 - Advancing,65.94,Very Strong,Volume Drying Up,Volume Drying Up (0.64x vs 10W Avg),24.1,Outperformed Nifty by 24.1% in 3 Months,24.1,25.86,1.11,1.39,0.64,False,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-07-13,SFL.NS,Sheela Foam Limited,"Furnishings, Fixtures & Appliances",Stage 2,Stage 2,Extended,0.78,"Weekly advancing structure remains intact, but price is stretched versus key moving averages.",,,2026-07-12,,25,121.844,watchlist,weekly_breakout,watchlist,67.97,Stage 2 - Extended,65.97,Very Strong,Volume Drying Up,Volume Normal (0.98x vs 10W Avg),46.77,Outperformed Nifty by 46.77% in 3 Months,46.77,50.6,0.66,3.71,0.98,True,False,"Stage 2, Extended, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Loose Structure;Extended;Low Liquidity"
2026-07-13,INDOSTAR.NS,IndoStar Capital Finance Limited,Credit Services,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-07-12,,29,120.706,watchlist,weekly_breakout,watchlist,67.28,Stage 2 - Advancing,62.28,Very Strong,Volume Drying Up,Volume Normal (1.05x vs 10W Avg),23.31,Outperformed Nifty by 23.31% in 3 Months,23.31,24.35,0.83,1.38,1.05,True,False,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Loose Structure;Wide Risk;Low Liquidity"
2026-07-13,WELENT.NS,Welspun Enterprises Limited,Engineering & Construction,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-07-12,,23,120.368,watchlist,weekly_breakout,watchlist,68.09,Stage 2 - Advancing,66.09,Very Strong,Volume Drying Up,Volume Drying Up (0.83x vs 10W Avg),31.95,Outperformed Nifty by 31.95% in 3 Months,31.95,39.13,1.56,0.33,0.83,False,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
