snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,public_stage_label,structure_score,relative_strength_label,volume_pattern_label,volume_pattern_display,nifty_3m_outperformance_pct,nifty_3m_outperformance_label,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-09-18,GLENMARK.NS,Glenmark Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-17,,2,225.688,near_pivot,weekly_near_pivot,high_conviction_near_pivot,73.44,Stage 2 - Advancing,63.44,Very Strong,Volume Drying Up,Volume Drying Up (0.66x vs 10W Avg),15.49,Outperformed Nifty by 15.49% in 3 Months,15.49,18.27,0.69,1.18,0.66,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-09-18,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Medical Care Facilities,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-17,,9,222.584,near_pivot,weekly_near_pivot,high_conviction_near_pivot,66.67,Stage 2 - Advancing,64.67,Very Strong,Volume Drying Up,Volume Drying Up (0.62x vs 10W Avg),7.59,Outperformed Nifty by 7.59% in 3 Months,7.59,26.33,0.81,0.98,0.62,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-18,BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,Asset Management,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-17,,12,221.204,near_pivot,weekly_near_pivot,high_conviction_near_pivot,63.52,Stage 2 - Advancing,61.52,Very Strong,Volume Drying Up,Volume Drying Up (0.77x vs 10W Avg),10.74,Outperformed Nifty by 10.74% in 3 Months,10.74,21.08,0.69,1.36,0.77,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-18,AUROPHARMA.NS,Aurobindo Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-17,,1,177.964,near_pivot,weekly_breakout,watchlist,73.57,Stage 2 - Advancing,63.57,Very Strong,Volume Drying Up,Volume Drying Up (0.59x vs 10W Avg),16.16,Outperformed Nifty by 16.16% in 3 Months,16.16,35.27,0.71,1.48,0.59,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-18,NAZARA.NS,Nazara Technologies Limited,Communication Services,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-17,,6,175.644,near_pivot,weekly_breakout,watchlist,68.22,Stage 2 - Advancing,63.22,Very Strong,Volume Drying Up,Volume Drying Up (0.51x vs 10W Avg),29.5,Outperformed Nifty by 29.5% in 3 Months,29.5,70.69,0.52,1.85,0.51,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-09-18,AARTIDRUGS.NS,Aarti Drugs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-17,,7,145.22,forming_vcp,weekly_near_pivot,building_setup,67.35,Stage 2 - Advancing,57.35,Very Strong,Volume Drying Up,Volume Drying Up (0.47x vs 10W Avg),19.07,Outperformed Nifty by 19.07% in 3 Months,19.07,32.8,0.59,0.46,0.47,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-09-18,PRICOLLTD.NS,Pricol Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-17,,19,141.026,forming_vcp,weekly_near_pivot,building_setup,61.38,Stage 2 - Advancing,56.38,Very Strong,Volume Drying Up,Volume Drying Up (0.64x vs 10W Avg),36.49,Outperformed Nifty by 36.49% in 3 Months,36.49,44.84,0.59,0.68,0.64,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Wide Risk;Low Liquidity"
2026-09-18,RKFORGE.NS,Ramkrishna Forgings Limited,Metal Fabrication,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-17,,8,126.866,watchlist,weekly_near_pivot,watchlist,66.83,Stage 2 - Advancing,56.83,Very Strong,Volume Drying Up,Volume Drying Up (0.25x vs 10W Avg),30.07,Outperformed Nifty by 30.07% in 3 Months,30.07,57.74,0.32,0.54,0.25,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Wide Risk;Low Liquidity"
2026-09-18,BOSCHLTD.NS,Bosch Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-17,,18,125.346,forming_vcp,weekly_breakout,watchlist,61.73,Stage 2 - Advancing,56.73,Very Strong,Volume Drying Up,Volume Drying Up (0.76x vs 10W Avg),20.53,Outperformed Nifty by 20.53% in 3 Months,20.53,53.58,0.83,0.6,0.76,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-18,ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-17,,13,124.934,watchlist,weekly_near_pivot,watchlist,63.42,Stage 2 - Advancing,63.42,Very Strong,Volume Drying Up,Volume Drying Up (0.67x vs 10W Avg),7.0,Outperformed Nifty by 7.0% in 3 Months,7.0,40.02,0.69,1.77,0.67,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
