snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,public_stage_label,structure_score,relative_strength_label,volume_pattern_label,volume_pattern_display,nifty_3m_outperformance_pct,nifty_3m_outperformance_label,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-09-22,GLENMARK.NS,Glenmark Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-21,,2,225.546,near_pivot,weekly_near_pivot,high_conviction_near_pivot,72.73,Stage 2 - Advancing,62.73,Very Strong,Volume Drying Up,Volume Normal (0.90x vs 10W Avg),17.25,Outperformed Nifty by 17.25% in 3 Months,17.25,12.2,0.73,0.86,0.9,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-09-22,AUROPHARMA.NS,Aurobindo Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-21,,3,217.88,near_pivot,weekly_near_pivot,high_conviction_near_pivot,70.65,Stage 2 - Advancing,60.65,Very Strong,Volume Drying Up,Volume Normal (0.98x vs 10W Avg),12.19,Outperformed Nifty by 12.19% in 3 Months,12.19,28.57,0.75,1.14,0.98,True,False,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-22,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Medical Care Facilities,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-21,,19,213.538,near_pivot,weekly_near_pivot,high_conviction_near_pivot,63.94,Stage 2 - Advancing,61.94,Strong,Volume Drying Up,Volume Drying Up (0.84x vs 10W Avg),5.84,Outperformed Nifty by 5.84% in 3 Months,5.84,15.27,0.8,1.01,0.84,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-22,BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,Asset Management,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-21,,17,213.174,near_pivot,weekly_near_pivot,high_conviction_near_pivot,64.62,Stage 2 - Advancing,62.62,Very Strong,Volume Drying Up,Volume Normal (0.99x vs 10W Avg),10.34,Outperformed Nifty by 10.34% in 3 Months,10.34,17.79,0.79,1.69,0.99,True,False,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Low Liquidity"
2026-09-22,APLAPOLLO.NS,APL Apollo Tubes Limited,Steel,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-21,,4,211.512,near_pivot,weekly_near_pivot,high_conviction_near_pivot,70.06,Stage 2 - Advancing,60.06,Strong,Volume Drying Up,Volume Normal (1.13x vs 10W Avg),25.74,Outperformed Nifty by 25.74% in 3 Months,25.74,8.83,0.81,0.93,1.13,True,False,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-09-22,BOSCHLTD.NS,Bosch Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-21,,1,148.864,forming_vcp,weekly_near_pivot,building_setup,78.07,Stage 2 - Advancing,73.07,Very Strong,Volume Drying Up,Volume Drying Up (0.64x vs 10W Avg),23.08,Outperformed Nifty by 23.08% in 3 Months,23.08,65.42,0.7,0.42,0.64,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-09-22,AARTIDRUGS.NS,Aarti Drugs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-21,,13,143.264,forming_vcp,weekly_near_pivot,building_setup,65.07,Stage 2 - Advancing,55.07,Very Strong,Volume Drying Up,Volume Drying Up (0.59x vs 10W Avg),17.12,Outperformed Nifty by 17.12% in 3 Months,17.12,23.4,0.66,0.65,0.59,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wider Risk;Low Liquidity"
2026-09-22,PRICOLLTD.NS,Pricol Limited,Auto Parts,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-21,,30,138.236,forming_vcp,weekly_near_pivot,building_setup,61.18,Stage 2 - Advancing,56.18,Very Strong,Volume Drying Up,Volume Drying Up (0.42x vs 10W Avg),33.8,Outperformed Nifty by 33.8% in 3 Months,33.8,39.79,0.54,0.55,0.42,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Loose Structure;Wide Risk;Low Liquidity"
2026-09-22,KAJARIACER.NS,Kajaria Ceramics Limited,Building Products & Equipment,Stage 2,Stage 2,Advancing,0.8,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-21,,16,136.45,forming_vcp,weekly_near_pivot,building_setup,64.75,Stage 2 - Advancing,64.75,Strong,Volume Drying Up,Volume Drying Up (0.50x vs 10W Avg),2.29,Outperformed Nifty by 2.29% in 3 Months,2.29,30.37,0.5,0.6,0.5,True,True,"Stage 2, Advancing, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-09-22,PITTIENG.NS,Pitti Engineering Limited,Metal Fabrication,Stage 2,Stage 2,Advancing,0.9,Price is above constructive weekly and long-term trend structure with improving relative strength.,,,2026-09-21,,12,131.526,watchlist,weekly_breakout,watchlist,65.13,Stage 2 - Advancing,55.13,Very Strong,Volume Drying Up,Volume Drying Up (0.68x vs 10W Avg),17.75,Outperformed Nifty by 17.75% in 3 Months,17.75,51.67,0.8,0.18,0.68,True,True,"Stage 2, Advancing, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, flags=Wide Risk"
